CountryCode,subset,question_code,question_label,answer,percentage,notes
Malta,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,:, [1] 
Malta,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,:, [1] 
Malta,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),:, [1] 
Malta,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,:, [1] 
Malta,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,:, [1] 
Malta,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,:, [1] 
Netherlands,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,9,[0]
Netherlands,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,51,
Netherlands,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,7,[0]
Netherlands,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,14,[0]
Netherlands,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,10,[0]
Netherlands,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,12,[0]
Netherlands,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),9,[0]
Netherlands,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,9,[0]
Netherlands,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,7,[0]
Netherlands,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,4,[0]
Netherlands,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,30,
Poland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,3,[0]
Poland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,16,
Poland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,52,
Poland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,19,
Poland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,31,
Poland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,26,
Poland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,23,
Poland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),10,[0]
Poland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,28,
Poland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,14,
Poland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,4,[0]
Poland,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,15,
Portugal,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,2,[0]
Portugal,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,9,[0]
Portugal,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,41,
Portugal,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,11,[0]
Portugal,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,6,[0]
Portugal,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,8,[0]
Portugal,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,8,[0]
Portugal,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),6,[0]
Portugal,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,16,[0]
Portugal,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,8,[0]
Portugal,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,3,[0]
Portugal,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,45,
Romania,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,5,[0]
Romania,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,10,[0]
Romania,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,42,
Romania,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,12,[0]
Romania,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,25,
Romania,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,13,[0]
Romania,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,16,
Romania,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),7,[0]
Romania,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,15,[0]
Romania,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,12,[0]
Romania,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,2,[0]
Romania,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,27,
Sweden,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,1,[0]
Sweden,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,2,[0]
Sweden,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,59,
Sweden,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,7,[0]
Sweden,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,24,
Sweden,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,19,
Sweden,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,20,
Sweden,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),11,
Sweden,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,28,
Sweden,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,13,
Sweden,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,11,
Sweden,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,16,
Slovenia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,9,[0]
Slovenia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,4,[0]
Slovenia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,48,[0]
Slovenia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,4,[0]
Slovenia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,22,[0]
Slovenia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,9,[0]
Slovenia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,17,[0]
Slovenia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),4,[0]
Slovenia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,13,[0]
Slovenia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,13,[0]
Slovenia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,26,[0]
Slovakia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,5,[0]
Slovakia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,5,[0]
Slovakia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,70,
Slovakia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,7,[0]
Slovakia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,17,[0]
Slovakia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,22,[0]
Slovakia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,11,[0]
Slovakia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),6,[0]
Slovakia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,20,[0]
Slovakia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,7,[0]
Slovakia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,5,[0]
Slovakia,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,13,[0]
United Kingdom,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,2,[0]
United Kingdom,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,2,[0]
United Kingdom,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,56,
United Kingdom,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,12,
United Kingdom,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,21,
United Kingdom,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,24,
United Kingdom,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,18,
United Kingdom,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),16,
United Kingdom,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,25,
United Kingdom,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,16,
United Kingdom,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,8,
United Kingdom,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,17,
Average,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not available in the country where you live,3,
Average,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is not covered by my country`s public health insurance,6,
Average,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not want / need help,52,
Average,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I cannot afford it due to financial reasons,10,
Average,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not dare to,18,
Average,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not have confidence in the services provided,14,
Average,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I do not know where to go,15,
Average,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It takes too much time (including waiting lists),7,
Average,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I am afraid of prejudice from the care providers,16,
Average,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,It is too complicated in terms of bureaucracy,10,
Average,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,I have had previous bad experiences with care providers,5,
Average,Transgender,tr2,Why haven`t you ever sought psychological or medical help for being a transgender person?,Other,25,
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Was informative and helpful,25,[0]
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,"A) Wanted to help, but I did not consent to the treatment proposed",15,[0]
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Did not seem to want to help me,24,[0]
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Refused to help me,7,[0]
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Does not apply to me,25,[0]
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Was informative and helpful,76,
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Wanted to help but could not offer everything I needed,24,[0]
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,"B) Wanted to help, but I did not consent to the treatment proposed",8,[0]
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Did not seem to want to help me,5,[0]
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Refused to help me,3,[0]
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Does not apply to me,24,[0]
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Was informative and helpful,51,
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Wanted to help but could not offer everything I needed,15,[0]
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,"C) Wanted to help, but I did not consent to the treatment proposed",8,[0]
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Did not seem to want to help me,3,[0]
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Refused to help me,7,[0]
Austria,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Does not apply to me,10,[0]
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Was informative and helpful,34,
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Wanted to help but could not offer everything I needed,5,[0]
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,"A) Wanted to help, but I did not consent to the treatment proposed",8,[0]
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Did not seem to want to help me,19,[0]
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Refused to help me,11,[0]
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Does not apply to me,32,
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Was informative and helpful,58,
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Wanted to help but could not offer everything I needed,30,
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,"B) Wanted to help, but I did not consent to the treatment proposed",14,[0]
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Did not seem to want to help me,15,[0]
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Refused to help me,9,[0]
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Does not apply to me,14,[0]
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Was informative and helpful,37,
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Wanted to help but could not offer everything I needed,18,[0]
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,"C) Wanted to help, but I did not consent to the treatment proposed",5,[0]
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Did not seem to want to help me,8,[0]
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Refused to help me,3,[0]
Belgium,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Does not apply to me,22,[0]
Bulgaria,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Was informative and helpful,:, [1] 
Bulgaria,Transgender,tr3,From whom did you seek help and what was the outcome? *,"A) Wanted to help, but I did not consent to the treatment proposed",:, [1] 
Bulgaria,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Refused to help me,:, [1] 
Bulgaria,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Does not apply to me,:, [1] 
Bulgaria,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Was informative and helpful,:, [1] 
Bulgaria,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Wanted to help but could not offer everything I needed,:, [1] 
Bulgaria,Transgender,tr3,From whom did you seek help and what was the outcome? *,"B) Wanted to help, but I did not consent to the treatment proposed",:, [1] 
Bulgaria,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Does not apply to me,:, [1] 
Bulgaria,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Was informative and helpful,:, [1] 
Bulgaria,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Wanted to help but could not offer everything I needed,:, [1] 
Bulgaria,Transgender,tr3,From whom did you seek help and what was the outcome? *,"C) Wanted to help, but I did not consent to the treatment proposed",:, [1] 
Bulgaria,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Did not seem to want to help me,:, [1] 
Bulgaria,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Refused to help me,:, [1] 
Bulgaria,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Does not apply to me,:, [1] 
Cyprus,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Was informative and helpful,:, [1] 
Cyprus,Transgender,tr3,From whom did you seek help and what was the outcome? *,"A) Wanted to help, but I did not consent to the treatment proposed",:, [1] 
Cyprus,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Did not seem to want to help me,:, [1] 
Cyprus,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Refused to help me,:, [1] 
Cyprus,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Was informative and helpful,:, [1] 
Cyprus,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Wanted to help but could not offer everything I needed,:, [1] 
Cyprus,Transgender,tr3,From whom did you seek help and what was the outcome? *,"B) Wanted to help, but I did not consent to the treatment proposed",:, [1] 
Cyprus,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Did not seem to want to help me,:, [1] 
Cyprus,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Does not apply to me,:, [1] 
Cyprus,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Wanted to help but could not offer everything I needed,:, [1] 
Cyprus,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Did not seem to want to help me,:, [1] 
Cyprus,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Refused to help me,:, [1] 
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Was informative and helpful,14,[0]
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Wanted to help but could not offer everything I needed,2,[0]
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,"A) Wanted to help, but I did not consent to the treatment proposed",16,[0]
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Did not seem to want to help me,7,[0]
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Refused to help me,7,[0]
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Does not apply to me,43,
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Was informative and helpful,50,
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Wanted to help but could not offer everything I needed,29,[0]
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,"B) Wanted to help, but I did not consent to the treatment proposed",23,[0]
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Did not seem to want to help me,11,[0]
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Refused to help me,5,[0]
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Does not apply to me,16,[0]
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Was informative and helpful,59,
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Wanted to help but could not offer everything I needed,18,[0]
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,"C) Wanted to help, but I did not consent to the treatment proposed",9,[0]
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Did not seem to want to help me,11,[0]
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Refused to help me,9,[0]
Czech Republic,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Does not apply to me,20,[0]
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Was informative and helpful,31,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Wanted to help but could not offer everything I needed,5,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,"A) Wanted to help, but I did not consent to the treatment proposed",10,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Did not seem to want to help me,24,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Refused to help me,8,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Does not apply to me,34,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Was informative and helpful,69,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Wanted to help but could not offer everything I needed,25,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,"B) Wanted to help, but I did not consent to the treatment proposed",11,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Did not seem to want to help me,15,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Refused to help me,10,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Does not apply to me,27,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Was informative and helpful,42,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Wanted to help but could not offer everything I needed,14,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,"C) Wanted to help, but I did not consent to the treatment proposed",8,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Did not seem to want to help me,12,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Refused to help me,9,
Germany,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Does not apply to me,27,
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Was informative and helpful,41,
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Wanted to help but could not offer everything I needed,7,[0]
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,"A) Wanted to help, but I did not consent to the treatment proposed",10,[0]
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Did not seem to want to help me,58,
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Refused to help me,10,[0]
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Does not apply to me,15,[0]
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Was informative and helpful,41,
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Wanted to help but could not offer everything I needed,25,[0]
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,"B) Wanted to help, but I did not consent to the treatment proposed",3,[0]
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Did not seem to want to help me,25,[0]
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Refused to help me,19,[0]
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Does not apply to me,19,[0]
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Was informative and helpful,36,
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Wanted to help but could not offer everything I needed,14,[0]
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,"C) Wanted to help, but I did not consent to the treatment proposed",3,[0]
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Did not seem to want to help me,17,[0]
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Refused to help me,20,[0]
Denmark,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Does not apply to me,15,[0]
Estonia,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Was informative and helpful,:, [1] 
Estonia,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Did not seem to want to help me,:, [1] 
Estonia,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Does not apply to me,:, [1] 
Estonia,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Was informative and helpful,:, [1] 
Estonia,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Wanted to help but could not offer everything I needed,:, [1] 
Estonia,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Did not seem to want to help me,:, [1] 
Estonia,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Was informative and helpful,:, [1] 
Estonia,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Did not seem to want to help me,:, [1] 
Estonia,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Refused to help me,:, [1] 
Estonia,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Does not apply to me,:, [1] 
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Was informative and helpful,6,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Wanted to help but could not offer everything I needed,6,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,"A) Wanted to help, but I did not consent to the treatment proposed",16,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Did not seem to want to help me,16,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Refused to help me,13,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Does not apply to me,35,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Was informative and helpful,58,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Wanted to help but could not offer everything I needed,35,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,"B) Wanted to help, but I did not consent to the treatment proposed",26,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Did not seem to want to help me,19,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Refused to help me,10,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,B) Does not apply to me,26,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Was informative and helpful,26,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Wanted to help but could not offer everything I needed,16,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,"C) Wanted to help, but I did not consent to the treatment proposed",6,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Did not seem to want to help me,3,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Refused to help me,10,[0]
Greece,Transgender,tr3,From whom did you seek help and what was the outcome? *,C) Does not apply to me,29,[0]
Spain,Transgender,tr3,From whom did you seek help and what was the outcome? *,A) Was informative and helpful,41,
