CountryCode,question_label,target_group,residence,answer,percentage
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,0
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Always,12
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Often,46
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Rarely,20
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Never,21
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,0
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Always,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Often,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Rarely,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Never,NA
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Always,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Often,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Rarely,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Never,NA
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Always,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Often,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Rarely,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Never,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Always,14
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Often,24
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Rarely,39
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Never,23
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,0
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Always,13
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Often,24
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Rarely,43
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Never,20
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,0
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Always,45
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Often,27
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Rarely,18
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Never,8
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,1
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Always,12
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Often,20
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Rarely,35
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Never,33
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,0
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Always,28
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Often,7
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Rarely,6
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Never,56
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,2
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Always,NA
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Often,NA
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Rarely,NA
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Never,NA
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Always,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Often,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Rarely,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Never,NA
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,NA
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Always,29
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Often,36
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Rarely,25
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Never,11
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,0
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Always,12
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Often,40
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Rarely,34
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Never,14
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,0
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Always,17
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Often,32
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Rarely,33
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Never,18
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,0
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Always,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Often,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Rarely,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Never,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Always,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Often,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Rarely,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Never,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,A country village,Dont know,NA
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Always,17
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Often,53
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Rarely,24
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Never,6
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Dont know,0
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Always,16
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Often,39
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Rarely,35
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Never,10
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Dont know,0
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Always,13
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Often,43
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Rarely,38
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Never,6
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Dont know,0
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Always,12
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Often,43
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Rarely,32
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Never,13
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,In the countryside,Dont know,0
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,17
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,36
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,30
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,17
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,36
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,38
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,21
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,5
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,75
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,17
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,4
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,5
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,69
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,19
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,5
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,7
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,28
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,28
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,28
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,15
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,1
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,20
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,35
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,34
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,11
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,22
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,34
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,31
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,13
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,55
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,23
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,13
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,9
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,46
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,35
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,13
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,6
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,13
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,30
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,39
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,18
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,17
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,30
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,37
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,15
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,44
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,36
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,14
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,5
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,70
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,21
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,5
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,4
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,55
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,28
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,11
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,6
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,29
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,32
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,27
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,12
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,1
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,30
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,36
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,23
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,11
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,58
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,31
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,10
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,0
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,17
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,25
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,28
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,30
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,67
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,21
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,10
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,2
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,24
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,20
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,30
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,26
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,30
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,38
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,24
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,8
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,79
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,16
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,3
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,2
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,28
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,33
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,25
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,14
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,77
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,16
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,4
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,3
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,23
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,34
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,32
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,11
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,38
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,30
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,17
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,15
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,65
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,23
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,7
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,5
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,1
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,30
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,38
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,22
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,9
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,40
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,31
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,20
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,9
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Dont know,0
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Always,80
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Often,11
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Rarely,3
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,City,Never,5
