CountryCode,question_label,target_group,education,answer,percentage
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Other ,19
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Dont Know ,8
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,My home ,NA
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Around my family ,NA
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,School ,NA
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Workplace ,NA
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"A cafe, restaurant, pub, club",NA
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public transport ,NA
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"In the street, a square, park, car park or other public place",NA
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,In a healthcare setting (hospital or other medical service),NA
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public premises or buildings,NA
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Other ,NA
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Dont Know ,NA
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,My home ,NA
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Around my family ,NA
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,School ,NA
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Workplace ,NA
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"A cafe, restaurant, pub, club",NA
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public transport ,NA
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"In the street, a square, park, car park or other public place",NA
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,In a healthcare setting (hospital or other medical service),NA
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public premises or buildings,NA
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Other ,NA
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Dont Know ,NA
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,My home ,34
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Around my family ,50
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,School ,56
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Workplace ,32
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"A cafe, restaurant, pub, club",47
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public transport ,63
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"In the street, a square, park, car park or other public place",68
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,In a healthcare setting (hospital or other medical service),41
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public premises or buildings,47
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Other ,22
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Dont Know ,6
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,My home ,NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Around my family ,NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,School ,NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Workplace ,NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"A cafe, restaurant, pub, club",NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public transport ,NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"In the street, a square, park, car park or other public place",NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,In a healthcare setting (hospital or other medical service),NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public premises or buildings,NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Other ,NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Dont Know ,NA
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,My home ,31
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Around my family ,66
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,School ,59
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Workplace ,45
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"A cafe, restaurant, pub, club",62
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public transport ,68
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"In the street, a square, park, car park or other public place",70
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,In a healthcare setting (hospital or other medical service),62
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public premises or buildings,69
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Other ,12
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Dont Know ,9
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,My home ,NA
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Around my family ,NA
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,School ,NA
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Workplace ,NA
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"A cafe, restaurant, pub, club",NA
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public transport ,NA
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"In the street, a square, park, car park or other public place",NA
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,In a healthcare setting (hospital or other medical service),NA
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public premises or buildings,NA
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Other ,NA
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Dont Know ,NA
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,My home ,NA
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Around my family ,NA
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,School ,NA
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Workplace ,NA
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"A cafe, restaurant, pub, club",NA
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public transport ,NA
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"In the street, a square, park, car park or other public place",NA
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,In a healthcare setting (hospital or other medical service),NA
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public premises or buildings,NA
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Other ,NA
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Dont Know ,NA
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,My home ,25
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Around my family ,54
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,School ,62
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Workplace ,35
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"A cafe, restaurant, pub, club",57
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public transport ,57
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"In the street, a square, park, car park or other public place",57
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,In a healthcare setting (hospital or other medical service),33
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public premises or buildings,68
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Other ,9
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Dont Know ,0
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,My home ,30
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Around my family ,41
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,School ,12
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Workplace ,24
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"A cafe, restaurant, pub, club",37
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public transport ,51
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"In the street, a square, park, car park or other public place",61
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,In a healthcare setting (hospital or other medical service),19
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public premises or buildings,50
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Other ,8
United Kingdom,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Dont Know ,13
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,My home ,28
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Around my family ,49
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,School ,43
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Workplace ,41
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"A cafe, restaurant, pub, club",47
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public transport ,56
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"In the street, a square, park, car park or other public place",56
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,In a healthcare setting (hospital or other medical service),37
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public premises or buildings,52
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Other ,18
EU-28,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Dont Know ,11
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,My home ,NA
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Around my family ,NA
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,School ,NA
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Workplace ,NA
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"A cafe, restaurant, pub, club",NA
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public transport ,NA
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"In the street, a square, park, car park or other public place",NA
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,In a healthcare setting (hospital or other medical service),NA
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public premises or buildings,NA
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Other ,NA
North Macedonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Dont Know ,NA
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,My home ,NA
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Around my family ,NA
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,School ,NA
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Workplace ,NA
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"A cafe, restaurant, pub, club",NA
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public transport ,NA
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,"In the street, a square, park, car park or other public place",NA
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,In a healthcare setting (hospital or other medical service),NA
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Public premises or buildings,NA
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Other ,NA
Serbia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual men,Lower secondary or less,Dont Know ,NA
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,My home ,17
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Around my family ,37
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,School ,37
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Workplace ,24
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"A cafe, restaurant, pub, club",32
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public transport ,40
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"In the street, a square, park, car park or other public place",54
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,In a healthcare setting (hospital or other medical service),29
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public premises or buildings,28
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Other ,15
Austria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Dont Know ,5
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,My home ,6
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Around my family ,17
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,School ,14
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Workplace ,17
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"A cafe, restaurant, pub, club",26
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public transport ,49
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"In the street, a square, park, car park or other public place",56
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,In a healthcare setting (hospital or other medical service),13
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public premises or buildings,31
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Other ,31
Belgium,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Dont Know ,12
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,My home ,NA
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Around my family ,NA
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,School ,NA
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Workplace ,NA
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"A cafe, restaurant, pub, club",NA
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public transport ,NA
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"In the street, a square, park, car park or other public place",NA
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,In a healthcare setting (hospital or other medical service),NA
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public premises or buildings,NA
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Other ,NA
Bulgaria,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Dont Know ,NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,My home ,NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Around my family ,NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,School ,NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Workplace ,NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"A cafe, restaurant, pub, club",NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public transport ,NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"In the street, a square, park, car park or other public place",NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,In a healthcare setting (hospital or other medical service),NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public premises or buildings,NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Other ,NA
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Dont Know ,NA
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,My home ,15
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Around my family ,44
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,School ,29
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Workplace ,27
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"A cafe, restaurant, pub, club",36
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public transport ,25
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"In the street, a square, park, car park or other public place",30
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,In a healthcare setting (hospital or other medical service),33
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public premises or buildings,29
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Other ,10
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Dont Know ,11
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,My home ,9
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Around my family ,30
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,School ,25
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Workplace ,34
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"A cafe, restaurant, pub, club",33
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public transport ,45
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"In the street, a square, park, car park or other public place",39
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,In a healthcare setting (hospital or other medical service),33
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public premises or buildings,39
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Other ,24
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Dont Know ,11
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,My home ,4
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Around my family ,8
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,School ,11
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Workplace ,14
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"A cafe, restaurant, pub, club",37
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public transport ,25
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"In the street, a square, park, car park or other public place",39
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,In a healthcare setting (hospital or other medical service),13
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public premises or buildings,35
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Other ,23
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Dont Know ,24
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,My home ,43
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Around my family ,58
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,School ,64
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Workplace ,46
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"A cafe, restaurant, pub, club",47
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public transport ,52
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"In the street, a square, park, car park or other public place",60
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,In a healthcare setting (hospital or other medical service),57
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Public premises or buildings,46
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Other ,8
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Dont Know ,2
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,My home ,17
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Around my family ,34
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,School ,72
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,Workplace ,45
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Trans people,Lower secondary or less,"A cafe, restaurant, pub, club",55
