CountryCode,question_label,target_group,openness,answer,percentage
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,15
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,49
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,0
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,20
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,7
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,34
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,39
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,0
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,0
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,11
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,48
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,42
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,0
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,NA
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,NA
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,NA
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,NA
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,NA
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,4
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,11
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,37
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,48
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,0
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,2
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,17
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,41
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,39
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,0
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,0
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,23
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,28
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,50
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,0
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,NA
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,NA
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,NA
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,NA
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,NA
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,2
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,6
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,50
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,43
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,0
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,NA
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,NA
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,NA
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,NA
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,NA
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,NA
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,1
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,14
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,45
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,39
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,0
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,3
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,15
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,42
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,39
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,0
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,NA
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,NA
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,NA
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,NA
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,NA
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,5
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,2
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,34
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,58
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,7
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,22
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,45
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,26
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,NA
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,NA
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,NA
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,NA
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,5
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,10
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,30
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,54
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,9
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,14
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,27
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,50
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,NA
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,NA
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,NA
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,NA
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,6
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,14
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,38
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,42
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,NA
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,NA
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,10
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,17
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,33
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,40
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,NA
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,NA
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,NA
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,NA
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,1
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,23
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,46
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,29
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,20
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,18
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,21
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,41
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,NA
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,NA
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,3
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,7
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,44
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,46
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,NA
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,NA
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,17
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,4
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,31
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,47
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,NA
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,NA
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,3
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,14
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,28
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,55
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,NA
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,NA
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,NA
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,5
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,11
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,41
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,43
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Always,7
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,12
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,35
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Never,46
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Often,NA
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual men,Very open,Rarely,NA
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Always,7
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Often,8
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Rarely,54
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Never,32
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Dont know,0
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Always,14
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Often,24
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Rarely,38
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Never,24
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Dont know,0
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Always,NA
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Often,NA
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Rarely,NA
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Never,NA
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Dont know,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Always,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Often,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Rarely,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Never,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Dont know,NA
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Always,16
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Often,11
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Rarely,23
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Never,49
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Dont know,0
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Always,8
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Often,24
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Rarely,39
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Never,29
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Dont know,0
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Always,8
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Often,21
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Rarely,45
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Never,26
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Dont know,0
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Always,NA
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Often,NA
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Rarely,NA
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Never,NA
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Dont know,NA
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Very open,Always,21
