CountryCode,question_label,target_group,partner,answer,percentage
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,14
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,24
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,33
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,28
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,9
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,22
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,41
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,28
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,5
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,14
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,42
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,39
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,16
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,28
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,37
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,19
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,22
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,21
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,35
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,22
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,23
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,23
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,30
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,24
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,11
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,23
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,36
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,29
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,8
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,20
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,41
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,31
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,24
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,19
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,31
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,26
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,1
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,9
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,37
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,54
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,19
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,28
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,28
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,25
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,6
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,16
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,27
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,51
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,8
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,18
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,47
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,26
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,36
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,27
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,25
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,12
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,8
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,15
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,34
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,43
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,26
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,18
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,28
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,28
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,10
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,18
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,40
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,32
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,7
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,12
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,37
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,44
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,20
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,22
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,36
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,22
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,15
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,26
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,40
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,20
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,14
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,22
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,38
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,26
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Dont know,0
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,35
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,16
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,20
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,28
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Always,33
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Often,23
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Rarely,28
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Male partner,Never,16
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,2
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,3
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,42
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,53
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,6
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,14
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,32
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,47
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,1
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,10
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,18
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,20
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,50
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,2
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,NA
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,2
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,8
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,31
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,60
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,2
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,7
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,32
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,58
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,1
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,3
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,5
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,34
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,58
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,2
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,10
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,33
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,55
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,10
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,21
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,39
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,30
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,3
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,13
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,34
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,50
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,1
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,4
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,33
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,62
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,6
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,24
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,34
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,36
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,10
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,12
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,35
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,43
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,10
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,17
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,28
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,46
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,2
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,12
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,29
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,56
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,2
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,24
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,26
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,48
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,7
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,17
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,31
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,45
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,3
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,12
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,24
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,60
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,0
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,13
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,17
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,69
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,0
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,1
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,38
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,60
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,9
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,23
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,31
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,37
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,1
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,6
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,36
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,57
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,1
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,6
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,18
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,28
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,48
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,1
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,1
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,6
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,43
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,48
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,2
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,7
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Often,21
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Rarely,8
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Never,64
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Dont know,0
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Male partner,Always,5
