CountryCode,question_label,target_group,age,answer,percentage
Cyprus,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,NA
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,11
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,49
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,23
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,21
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",22
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,30
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",37
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),22
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,30
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,5
Czechia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,18
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,16
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,44
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,28
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,36
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",27
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,45
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",48
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),23
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,35
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,14
Germany,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,8
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,2
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,24
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,7
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,12
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",36
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,17
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",27
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),9
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,16
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,14
Denmark,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,21
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,27
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,57
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,53
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,54
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",44
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,60
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",60
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),40
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,52
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,8
Estonia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,4
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,36
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,73
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,40
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,47
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",36
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,64
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",47
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),39
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,56
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,6
Greece,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,3
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,25
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,44
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,20
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,24
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",28
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,36
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",38
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),14
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,26
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,18
Spain,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,13
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,7
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,26
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,18
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,30
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",34
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,31
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",33
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),11
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,22
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,13
Finland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,19
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,13
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,47
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,26
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,42
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",33
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,67
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",56
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),27
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,42
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,8
France,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,6
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,33
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,48
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,56
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,44
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",57
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,69
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",72
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),41
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,64
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,8
Croatia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,2
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,25
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,49
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,46
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,44
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",36
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,56
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",53
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),47
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,57
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,5
Hungary,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,6
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,20
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,46
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,28
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,34
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",32
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,53
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",46
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),15
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,30
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,9
Ireland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,8
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,30
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,56
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,29
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,31
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",21
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,41
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",35
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),30
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,37
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,16
Italy,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,8
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,35
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,59
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,54
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,46
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",45
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,68
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",56
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),36
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,45
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,11
Lithuania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,10
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,NA
Luxembourg,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,NA
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,31
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,56
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,47
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,38
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",41
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,63
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",65
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),34
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,51
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,10
Latvia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,7
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,30
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,57
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,34
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,43
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",38
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,50
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",55
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),40
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,52
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,5
Malta,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,0
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,12
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,32
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,14
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,26
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",36
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,33
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",40
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),11
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,26
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,8
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,17
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,26
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,55
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,36
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,37
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",36
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,59
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",63
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),40
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,50
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,11
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,7
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,41
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,67
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,29
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,35
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",30
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,47
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",43
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),39
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,29
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,7
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,6
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,34
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,73
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,56
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,37
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",45
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,66
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",62
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),47
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,57
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,8
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,3
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,6
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,13
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,11
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,42
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",27
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,22
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",42
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),14
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,25
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,11
Sweden,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,17
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,27
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,44
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,35
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,36
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"A cafe, restaurant, pub, club",41
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public transport ,59
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,"In the street, a square, park, car park or other public place",64
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,In a healthcare setting (hospital or other medical service),37
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Public premises or buildings,57
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Other ,9
Slovenia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Dont Know ,2
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,My home ,29
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Around my family ,64
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,School ,42
Slovakia,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Bisexual women,18-24,Workplace ,47
