CountryCode,question_label,target_group,gender_id,answer,percentage
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Never,22
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Dont know,0
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Always,9
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Often,14
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Rarely,24
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Never,54
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Dont know,0
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Always,3
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Often,11
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Rarely,39
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Never,47
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Dont know,0
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Always,16
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Often,26
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Rarely,36
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Never,22
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Dont know,0
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Always,15
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Often,34
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Rarely,16
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Never,35
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Dont know,0
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Always,37
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Often,16
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Rarely,33
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Never,15
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Dont know,0
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Always,7
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Often,21
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Rarely,47
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Never,25
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Dont know,0
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Always,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Often,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Rarely,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Never,NA
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Dont know,NA
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Always,22
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Often,27
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Rarely,35
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Never,15
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Dont know,0
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Always,13
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Often,34
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Rarely,40
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Never,12
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Dont know,1
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Always,12
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Often,25
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Rarely,35
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Never,28
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Dont know,0
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Always,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Often,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Rarely,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Never,NA
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Always,19
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Often,31
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Rarely,20
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans man,Never,30
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,0
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,21
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,59
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,16
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,4
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,5
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,41
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,21
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,33
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,0
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,NA
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,NA
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,NA
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,NA
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,NA
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,22
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,3
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,31
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,45
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,0
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,12
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,18
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,34
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,36
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,0
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,6
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,12
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,28
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,44
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,9
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,NA
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,NA
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,NA
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,NA
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,NA
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,25
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,20
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,6
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,48
Greece,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,1
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,25
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,14
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,26
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,33
Spain,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,2
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,3
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,8
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,34
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,55
Finland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,0
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,11
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,15
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,37
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,27
France,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,9
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,NA
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,NA
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,NA
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,NA
Croatia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,NA
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,6
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,43
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,20
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,28
Hungary,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,3
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,NA
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,NA
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,NA
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,NA
Ireland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,NA
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,22
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,12
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,21
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,45
Italy,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,1
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,NA
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,NA
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,NA
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,NA
Lithuania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,NA
Luxembourg,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,NA
Latvia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,NA
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,NA
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,3
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,18
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,32
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,47
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,0
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,9
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,18
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,22
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,48
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,2
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,9
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,42
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,31
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,17
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,2
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,NA
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,NA
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,NA
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,NA
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,NA
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,10
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,22
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,26
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,36
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,7
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,NA
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,NA
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,NA
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,NA
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,NA
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,6
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,15
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,19
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,58
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,2
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,12
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,17
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,26
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,43
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Dont know,2
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,NA
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Always,NA
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Often,NA
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Rarely,NA
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Trans person,Never,NA
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Always,4
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Often,20
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Rarely,43
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Never,33
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Dont know,0
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Always,5
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Often,12
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Rarely,49
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Never,34
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Dont know,1
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Always,17
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Often,10
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Rarely,40
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Never,32
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Dont know,0
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Always,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Often,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Rarely,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Never,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Dont know,NA
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Always,3
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Often,22
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Rarely,31
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Never,44
Czechia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Dont know,0
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Always,5
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Often,19
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Rarely,49
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Never,26
Germany,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Dont know,1
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Always,3
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Often,19
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Rarely,47
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Never,31
Denmark,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Dont know,0
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Always,7
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Often,16
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Rarely,27
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Never,51
Estonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Trans people,Non-binary,Dont know,0
