CountryCode,question_label,target_group,partner,answer,percentage
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Dont know,1
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Always,6
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Often,29
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Rarely,53
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Never,12
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Dont know,0
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Always,6
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Often,40
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Rarely,42
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Never,13
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Dont know,0
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Always,31
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Often,38
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Rarely,26
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Never,5
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Dont know,0
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Always,13
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Often,44
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Rarely,31
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Never,12
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Dont know,0
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Always,15
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Often,36
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Rarely,32
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Never,17
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Dont know,0
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Always,52
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Often,38
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Rarely,4
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Never,6
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Always,52
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Often,22
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Rarely,7
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,No partner currently,Never,20
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Female partner,Always,50
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Female partner,Often,31
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Female partner,Rarely,11
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Female partner,Never,8
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,22
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,31
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,29
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,17
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,1
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,42
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,35
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,19
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,5
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,77
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,13
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,4
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,6
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,67
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,17
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,6
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,11
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,30
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,26
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,27
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,17
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,1
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,23
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,35
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,30
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,12
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,26
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,33
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,31
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,10
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,58
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,19
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,11
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,12
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,49
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,33
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,13
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,5
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,18
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,32
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,33
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,17
Spain,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,23
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,31
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,32
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,14
Finland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,52
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,31
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,11
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,6
France,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,71
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,21
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,3
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,4
Croatia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,58
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,25
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,11
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,6
Hungary,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,34
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,34
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,20
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,12
Ireland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,36
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,34
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,20
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,10
Italy,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,53
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,33
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,14
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,0
Lithuania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,20
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,24
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,31
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,25
Luxembourg,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,66
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,20
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,12
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,2
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,29
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,24
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,22
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,26
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,35
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,36
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,21
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,8
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,79
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,15
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,3
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,3
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,32
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,30
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,22
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,16
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,77
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,16
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,3
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,4
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,27
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,29
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,32
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,12
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,38
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,32
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,13
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,17
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,67
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,21
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,6
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,5
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,1
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,39
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,34
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,19
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,8
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,41
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,30
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,20
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,9
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,82
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,7
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,1
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,9
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,1
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Always,87
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Often,10
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Rarely,1
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Never,1
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Male partner,Dont know,0
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Other / non-binary,Always,30
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Other / non-binary,Often,35
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Other / non-binary,Rarely,22
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Other / non-binary,Never,11
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Other / non-binary,Dont know,3
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Always,23
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Often,33
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Rarely,26
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Never,19
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Dont know,0
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Always,36
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Often,39
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Rarely,19
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Never,6
Belgium,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Dont know,0
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Always,76
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Often,16
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Rarely,3
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Never,5
Bulgaria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Dont know,0
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Always,71
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Often,24
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Rarely,3
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Never,2
Cyprus,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Dont know,1
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Always,29
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Often,32
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Rarely,23
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Never,16
Czechia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Dont know,0
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Always,24
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Often,33
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Rarely,29
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Never,13
Germany,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Dont know,0
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Always,24
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Often,32
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Rarely,27
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Never,17
Denmark,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Dont know,0
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Always,52
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Often,35
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Rarely,11
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Never,2
Estonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Dont know,0
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Always,48
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Often,35
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Rarely,11
Greece,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,No partner currently,Never,5
